key,collection_date,Calibration Log Reviewed and Calibration Confirmed [f:5509],Comments [f:5494],Conductivity [p:3545],Dissolved oxygen (DO) [p:3546],Kit [f:5495],Site Condition - Base Flow [f:5504],Site Condition - Dry Ground [f:5506],Site Condition - Greatly Elevated Flow [f:5493],Site Condition - Muddy/Wet Ground [f:5507],Site Condition - Slightly Elevated Flow [f:5503],Site Condition - Snow/Ice On Ground [f:5505],Site Conditions - Other [f:5508],"Temperature, water [p:3547]",Volunteer Lead [f:5502],Weather - Broken Clouds (50-90% Cover) [f:5515],Weather - Fog [f:5510],Weather - Heavy Precipitation [f:5511],Weather - Light Precipitation [f:5513],Weather - Moderate Precipitation [f:5512],Weather - Overcast (90-100% Cover) [f:5514],Weather - Scattered Clouds (10-50% Cover) [f:5516],pH [p:3544],latitude,longitude,owner_id,owner_first_name,owner_last_name,certified,certifier_id,certifier_first_name,certifier_last_name,dataset_id,dataset_name,dataset_key,station_id,station_name
96f63f3eb305be4f3f914fbf69bf26dd,2003-06-23,,,850.0,6.9,,,,,,,,,21.6,,,,,,,,,7.5,42.38673,-83.91101,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH01,N. Territorial Rd.
8d5d88616bcf16517c2a17567f18f22f,2003-06-23,,,790.0,7.4,,,,,,,,,16.8,,,,,,,,,7.66,42.290259,-83.908518,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH02A,Jackson Road
13a09b4cd72262a53676bacdc37a443e,2003-06-24,,,1080.0,7.6,,,,,,,,,17.7,,,,,,,,,7.92,42.29102,-83.73608,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH05A,Nielson Ct.
6564408f4fdfc93201c1a81954b2b2c2,2003-06-24,,,860.0,8.9,,,,,,,,,15.5,,,,,,,,,7.91,42.28994,-83.74597,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH04,Main St.
639676712bf340306ff47d15097afcdd,2003-06-25,,,1870.0,4.98,,,,,,,,,19.2,,,,,,,,,7.78,42.260992,-83.676586,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH09,Shetland Dr.
1d17d530da92a6a8b74d05e7657b3c04,2003-06-25,,,775.0,7.8,,,,,,,,,18.2,,,,,,,,,8.09,42.273328,-83.66399,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH06,Geddes Road
e940ee0849c7ea8007981d24bc7ab6c6,2003-06-26,,,1640.0,7.52,,,,,,,,,17.4,,,,,,,,,8.01,42.279082,-83.695631,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH08A,Meadows
fe53161b5e9becd9e3161baf9ca2bb77,2003-06-26,,,1650.0,6.04,,,,,,,,,20.3,,,,,,,,,7.89,42.265596,-83.689378,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH07,Chalmers
3b2f31cbc05ee11a76c9387f78df7f93,2003-06-27,,,1380.0,8.5,,,,,,,,,16.6,,,,,,,,,8.2,42.317638,-83.796116,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH03,Wagner Road
a181a7ba8d8e1b2ae57d96385b658fa5,2003-06-30,,,720.0,7.5,,,,,,,,,13.8,,,,,,,,,8.03,42.26079,-83.61227,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH10,Clark Rd.
3e27af386eb533e62bfeb905399646f6,2003-07-21,,,620.0,6.7,,,,,,,,,16.9,,,,,,,,,7.81,42.26079,-83.61227,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH10,Clark Rd.
ab203026306b24ced1f49613fcce6c56,2003-07-22,,,1140.0,7.94,,,,,,,,,18.0,,,,,,,,,7.98,42.317638,-83.796116,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH03,Wagner Road
55c6a8dbc96f9c0f10a7b4e2d4bf24e2,2003-07-23,,,820.0,8.4,,,,,,,,,16.4,,,,,,,,,7.92,42.273328,-83.66399,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH06,Geddes Road
71b536af988a399573fecf396cc03631,2003-07-23,,,830.0,7.61,,,,,,,,,18.3,,,,,,,,,8.01,42.260992,-83.676586,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH09,Shetland Dr.
336c26d1563ead9609f306f2eeb5d3f1,2003-07-24,,,830.0,5.92,,,,,,,,,20.6,,,,,,,,,7.85,42.38673,-83.91101,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH01,N. Territorial Rd.
7e2f1db4f016594fa48c61cd38bcbb4e,2003-07-24,,,850.0,7.45,,,,,,,,,16.0,,,,,,,,,7.75,42.290259,-83.908518,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH02A,Jackson Road
acf0641357d4a4e105f39429d3cfd4ae,2003-07-25,,,1100.0,8.5,,,,,,,,,16.9,,,,,,,,,8.15,42.29102,-83.73608,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH05A,Nielson Ct.
87113d49fa500c4003d18d6764981742,2003-07-25,,,1340.0,7.1,,,,,,,,,16.9,,,,,,,,,8.0,42.28994,-83.74597,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH04,Main St.
e8d9d13296604040926e7dda8a091a16,2003-07-29,,,890.0,6.5,,,,,,,,,17.5,,,,,,,,,7.7,42.265596,-83.689378,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH07,Chalmers
721f41edd94fc07f0e7694f961ed7e55,2003-07-29,,,1510.0,8.07,,,,,,,,,15.3,,,,,,,,,8.31,42.279082,-83.695631,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH08A,Meadows
3d8f6de05969457518a2d8a1c4cf0161,2003-08-25,,,640.0,7.1,,,,,,,,,19.5,,,,,,,,,7.85,42.26079,-83.61227,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH10,Clark Rd.
8f803bdc6dad82e83cbfa6d2eac4e7e2,2003-08-26,,,730.0,6.65,,,,,,,,,20.3,,,,,,,,,7.62,42.279082,-83.695631,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH08A,Meadows
93e56faeef1d504c2317d2df6fcf6087,2003-08-26,,,500.0,7.4,,,,,,,,,21.7,,,,,,,,,7.32,42.265596,-83.689378,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH07,Chalmers
0a8c6a87ba8456ca71a8f0372e386cc2,2003-08-27,,,830.0,7.43,,,,,,,,,19.6,,,,,,,,,8.1,42.273328,-83.66399,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH06,Geddes Road
f264ce1d6a2ca2e98108234a188d6e18,2003-08-27,,,830.0,6.68,,,,,,,,,20.9,,,,,,,,,7.87,42.260992,-83.676586,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH09,Shetland Dr.
c23492389354050ec936339b03cf79bd,2003-08-28,,,800.0,7.4,,,,,,,,,17.9,,,,,,,,,8.08,42.29102,-83.73608,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH05A,Nielson Ct.
6a33d9cc5b860bd36b13c99878a290f9,2003-08-28,,,1240.0,7.9,,,,,,,,,16.9,,,,,,,,,8.09,42.28994,-83.74597,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH04,Main St.
c412b5a1c410b9fb77932c6cda39c070,2003-08-29,,,840.0,6.52,,,,,,,,,19.0,,,,,,,,,7.96,42.290259,-83.908518,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH02A,Jackson Road
97ec85b3bd82925cd82884f205510448,2003-08-29,,,690.0,5.41,,,,,,,,,24.0,,,,,,,,,7.9,42.38673,-83.91101,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH01,N. Territorial Rd.
5c011198e2da76a447fc1c7fc5d46253,2003-09-02,,,930.0,8.51,,,,,,,,,15.4,,,,,,,,,8.09,42.317638,-83.796116,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH03,Wagner Road
71cdd98d85b1eec8ee5a78631397002a,2003-09-22,,,1140.0,8.45,,,,,,,,,14.7,,,,,,,,,8.2,42.317638,-83.796116,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH03,Wagner Road
334ca33b22b4071e0d86c24e270b6734,2003-09-23,,,1120.0,8.1,,,,,,,,,16.1,,,,,,,,,8.1,42.28994,-83.74597,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH04,Main St.
496b5ab30f9ab375404b4243e8a6d634,2003-09-23,,,820.0,8.65,,,,,,,,,15.3,,,,,,,,,7.93,42.29102,-83.73608,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH05A,Nielson Ct.
d61b68311c67c8da8f31ddf678670557,2003-09-24,,,640.0,8.28,,,,,,,,,11.7,,,,,,,,,8.07,42.290259,-83.908518,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH02A,Jackson Road
058d1920ac4fa1551cb18c51285b4e17,2003-09-24,,,720.0,6.85,,,,,,,,,16.1,,,,,,,,,8.28,42.38673,-83.91101,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH01,N. Territorial Rd.
77b79a91a0945620d4a4b69636f7bd77,2003-09-25,,,654.0,8.9,,,,,,,,,12.8,,,,,,,,,7.94,42.273328,-83.66399,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH06,Geddes Road
3b2adb3e7a10cc2ca72f27122105225d,2003-09-25,,,654.0,7.73,,,,,,,,,13.7,,,,,,,,,8.04,42.260992,-83.676586,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH09,Shetland Dr.
0205f868e34e90748a82a364cae5fbb4,2003-09-26,,,840.0,8.73,,,,,,,,,12.9,,,,,,,,,7.93,42.265596,-83.689378,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH07,Chalmers
1a132bd55ccc5d126eb59894e3246a2e,2003-09-26,,,1200.0,8.6,,,,,,,,,12.2,,,,,,,,,8.17,42.279082,-83.695631,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH08A,Meadows
3a7b80bf570196d8b5788ab90293c9be,2003-09-29,,,710.0,7.7,,,,,,,,,9.3,,,,,,,,,7.6,42.26079,-83.61227,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH10,Clark Rd.
f818334d1bd31bbf44ae06dc6a296751,2004-05-18,,,1090.0,8.51,,,,,,,,,,,,,,,,,,8.4,42.28994,-83.74597,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH04,Main St.
37ea8d8b730884948666278de39b5338,2004-05-18,,,1010.0,8.4,,,,,,,,,,,,,,,,,,8.15,42.29102,-83.73608,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH05A,Nielson Ct.
d8910088aba86f72b4dfc624f3283439,2004-05-19,,,717.0,8.9,,,,,,,,,,,,,,,,,,8.21,42.290259,-83.908518,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH02A,Jackson Road
592bd9cca38475627dde34dc3ef467d6,2004-05-19,,,1710.0,8.9,,,,,,,,,,,,,,,,,,7.83,42.279082,-83.695631,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH08A,Meadows
3e5e40089d760f8b0032fe10f18af467,2004-05-19,,,1610.0,7.0,,,,,,,,,,,,,,,,,,8.07,42.265596,-83.689378,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH07,Chalmers
5ef5060bdd60ccbf88ec8051603eb92d,2004-05-20,,,1390.0,7.72,,,,,,,,,,,,,,,,,,8.02,42.260992,-83.676586,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH09,Shetland Dr.
031e55676e37f855b0fbff3a28093cc1,2004-05-20,,,707.0,8.34,,,,,,,,,,,,,,,,,,8.14,42.26079,-83.61227,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH10,Clark Rd.
c085c52cd128a33216073c5331fa9510,2004-05-20,,,801.0,8.23,,,,,,,,,,,,,,,,,,8.26,42.273328,-83.66399,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH06,Geddes Road
6508ce542ef7fc6a9e9a783fc72d4454,2004-05-21,,,1420.0,7.17,,,,,,,,,,,,,,,,,,7.91,42.317638,-83.796116,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH03,Wagner Road
05e5095d96a6a4cae055d5535f46d7d4,2004-06-12,,,1611.0,6.05,,,,,,,,,,,,,,,,,,7.54,42.260992,-83.676586,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH09,Shetland Dr.
107998a1e465df96482726d45b8cbb63,2004-06-15,,,720.0,7.28,,,,,,,,,,,,,,,,,,8.19,42.28994,-83.74597,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH04,Main St.
915c7c9d84697af72264b56f618de80a,2004-06-15,,,806.0,7.94,,,,,,,,,,,,,,,,,,8.36,42.29102,-83.73608,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH05A,Nielson Ct.
c1d007ab285241e678aa09b17e4c9f80,2004-06-16,,,1390.0,7.11,,,,,,,,,,,,,,,,,,8.3,42.265596,-83.689378,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH07,Chalmers
fc573368968f9569ba96defc897ab842,2004-06-16,,,1560.0,6.6,,,,,,,,,,,,,,,,,,7.57,42.279082,-83.695631,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH08A,Meadows
c7414e06dc20caa2a8cb73baec8736da,2004-06-17,,,621.0,5.57,,,,,,,,,,,,,,,,,,7.85,42.26079,-83.61227,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH10,Clark Rd.
cda18c73b288ad0de1185d421a05b74a,2004-06-17,,,779.0,7.63,,,,,,,,,,,,,,,,,,8.24,42.273328,-83.66399,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH06,Geddes Road
c6d87f47fa4e7d83e954122a64934c50,2004-06-18,,,1100.0,6.79,,,,,,,,,,,,,,,,,,8.41,42.317638,-83.796116,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH03,Wagner Road
2c37222ec228c82ea59dfa365a2d2284,2004-07-19,,,657.0,5.83,,,,,,,,,,,,,,,,,,8.33,42.38673,-83.91101,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH01,N. Territorial Rd.
bab95b088f5f9deb20e60b57848b8802,2004-07-19,,,657.0,6.23,,,,,,,,,,,,,,,,,,8.29,42.290259,-83.908518,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH02A,Jackson Road
5a41f490485e87039616abae40731679,2004-07-20,,,1320.0,7.68,,,,,,,,,,,,,,,,,,8.34,42.28994,-83.74597,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH04,Main St.
bc2e072f1390a2b198d97619e788038f,2004-07-20,,,1030.0,6.97,,,,,,,,,,,,,,,,,,8.56,42.29102,-83.73608,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH05A,Nielson Ct.
011feef65dd5d972435ddb03a70fcefd,2004-07-21,,,1850.0,6.23,,,,,,,,,,,,,,,,,,8.44,42.279082,-83.695631,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH08A,Meadows
dcd5fd3919eac65feebf4b59d85fa2eb,2004-07-21,,,1570.0,5.9,,,,,,,,,,,,,,,,,,8.43,42.265596,-83.689378,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH07,Chalmers
958086d030da01f1c12c3b0a0355ac7e,2004-07-22,,,822.0,5.8,,,,,,,,,,,,,,,,,,8.22,42.260992,-83.676586,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH09,Shetland Dr.
4be80da54c862e434cb77bf139d5a8b7,2004-07-22,,,769.0,6.38,,,,,,,,,,,,,,,,,,8.41,42.273328,-83.66399,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH06,Geddes Road
ac1ed43ca860548ee32d9db1038755a0,2004-07-22,,,659.0,5.5,,,,,,,,,,,,,,,,,,8.24,42.26079,-83.61227,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH10,Clark Rd.
5e9729b39ef46b6248986402a5d2a3fc,2004-07-23,,,1290.0,6.93,,,,,,,,,,,,,,,,,,8.47,42.317638,-83.796116,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH03,Wagner Road
6904f8b63074531c32f842a9dae43245,2004-08-16,,,690.0,6.0,,,,,,,,,,,,,,,,,,8.3,42.38673,-83.91101,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH01,N. Territorial Rd.
873c40de57dcbd41fe278b0bd070a0ce,2004-08-16,,,690.0,6.9,,,,,,,,,,,,,,,,,,8.4,42.290259,-83.908518,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH02A,Jackson Road
d2d149a17564d6ad25386662b5e59527,2004-08-17,,,1300.0,7.4,,,,,,,,,,,,,,,,,,8.4,42.28994,-83.74597,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH04,Main St.
ed1d1112395344d07b6f8be2d5dd9906,2004-08-17,,,990.0,7.7,,,,,,,,,,,,,,,,,,8.6,42.29102,-83.73608,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH05A,Nielson Ct.
7047c5a4b34906f51893e2003a6c9bb4,2004-08-18,,,1600.0,6.9,,,,,,,,,,,,,,,,,,8.3,42.279082,-83.695631,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH08A,Meadows
d0e438c41e7e4906034aa138ffc124f9,2004-08-18,,,1400.0,6.7,,,,,,,,,,,,,,,,,,8.5,42.265596,-83.689378,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH07,Chalmers
302ae82f01e9a1c45901219139738460,2004-08-19,,,720.0,6.0,,,,,,,,,,,,,,,,,,8.4,42.26079,-83.61227,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH10,Clark Rd.
085bc01958bbc839c4fac705bc408806,2004-08-19,,,820.0,7.4,,,,,,,,,,,,,,,,,,8.7,42.273328,-83.66399,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH06,Geddes Road
e0a293ac21e485632d1f4abe63eeba90,2004-08-20,,,1400.0,7.8,,,,,,,,,,,,,,,,,,8.6,42.317638,-83.796116,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH03,Wagner Road
1114f6673f19e6e48a73b56f5cdfe953,2004-08-24,,,1600.0,7.4,,,,,,,,,,,,,,,,,,8.6,42.260992,-83.676586,4297,Water Reporter,Support,True,1216,Water Reporter,Team,1421,HRWC Lake Erie Baseline Assessment Framework,5HytTWFThQ0B,MH09,Shetland Dr.
